item_id,user_id,Norm_Rating,user_id_encoded
1250,fruity8,0.5,2412
1250,RandomSounds,0.0,1927
1250,76561198042993298,0.0,300
1250,DickTickler,1.0,1549
1250,Grizzle-_-99,1.0,1648
1250,Ghastkiller,0.5,1631
1250,76561198064876158,1.0,651
1250,76561198049951905,0.0,417
1250,keegan1232123,1.0,2545
1250,76561198093153432,1.0,1189
1250,fintanboy,0.5,2395
1250,23184798,1.0,15
1250,76561198052266063,0.5,451
1250,76561198070812159,1.0,784
1250,FDAOP,0.5,1601
1250,omaiornoob,0.0,2704
1250,76561197987617385,1.0,78
1250,Paulie1333,1.0,1879
1250,doubleh8,1.0,2350
1250,76561198060075398,0.5,573
1250,76561198060545297,0.5,585
1250,76561198068655831,0.0,733
1250,Efreak,1.0,1583
1250,BlackSp00n,1.0,1468
1250,mancract,1.0,2612
1250,76561198061757134,0.5,598
1250,lhd,0.5,2586
1250,Capscain,1.0,1496
1250,76561198052853176,0.0,456
1250,faridhisham,1.0,2385
1250,CJW2012,1.0,1485
1250,76561198077882964,1.0,942
1250,RaiseEm,0.5,1926
1250,76561198080713595,0.0,991
1250,76561198092626023,1.0,1183
1250,SyBR,0.0,2034
1250,spyo101,1.0,2854
1250,EDeSpAiR21,1.0,1577
1250,bobofofo,1.0,2249
251610,js41637,1.0,2529
251610,r34d_4nd_w33p,0.5,2760
248820,LinnieLin,0.5,1780
248820,76561198013939867,1.0,140
248820,76561198096611102,1.0,1237
248820,TheKatakiuchi,1.0,2064
248820,76561198093938729,0.5,1205
248820,76561198121336011,1.0,1335
248820,Pun123,0.0,1906
248820,76561198059457068,1.0,561
248820,76561198025244374,1.0,188
248820,fishymatt,0.5,2399
248820,76561197979086508,0.5,70
248820,76561198106998900,1.0,1313
248820,76561198055789935,1.0,495
248820,76561198074553384,1.0,886
248820,bbl10,0.0,2230
248820,76561198100802387,1.0,1270
248820,Turtzzz,1.0,2100
248820,Rebizle,0.5,1931
248820,76561198084125426,0.25,1054
250320,doctr,1.0,2345
250320,niggerfag,1.0,2682
250320,transplant369,1.0,2920
250320,76561198054397103,1.0,477
250320,76561198042469893,1.0,292
250320,76561198084402837,1.0,1059
250320,InwPaiyouknow,1.0,1690
250320,stefchygamer,1.0,2856
250320,76561198035183954,1.0,239
250320,Ineedmoney4food,0.5,1687
250320,76561198009005804,1.0,124
211420,blablabla174,1.0,2243
211420,maxristevski,0.0,2623
211420,SillyBilly1089,0.0,1980
211420,76561197992887038,1.0,87
211420,76561198047185717,0.0,371
211420,Nultz,1.0,1859
211420,Empu_Tertular,0.0,1592
211420,e45g4w4t,0.0,2358
211420,SilencerLX,0.0,1979
211420,Sum1_Else,1.0,2023
211420,76561198094936736,0.5,1218
211420,76561198061832950,1.0,600
211420,76561198064636400,0.0,645
211420,TBMC,1.0,2038
211420,76561198042192960,1.0,286
211420,76561198078309023,0.5,946
211420,76561198061312047,1.0,591
211420,76561198058220261,1.0,541
249130,76561198093275367,0.5,1192
249130,76561198046980586,1.0,369
249130,s0mbr3r0,1.0,2798
249130,76561198073673753,1.0,865
730,76561198079601835,0.5,974
730,76561198211054671,0.5,1389
730,76561198187212131,1.0,1384
730,76561198132540690,1.0,1358
730,76561198069458790,0.5,748
730,76561198070072786,1.0,764
730,76561198048491595,1.0,393
730,76561198074347537,1.0,882
730,BlitzGames,0.0,1470
730,Efreak,0.5,1583
730,76561198072724653,1.0,839
730,Issekara,1.0,1693
730,76561198053060832,0.5,457
730,lambdaop,0.5,2573
730,76561198062039159,1.0,608
730,76561198092577173,1.0,1182
730,SwinburnCyphenMisslemike,1.0,2033
730,n3kogamer,1.0,2668
730,Ninjaawesomefuntime,1.0,1851
730,Mediev,0.5,1808
730,PikachuBruh,1.0,1886
730,76561198257410650,1.0,1393
730,slaydread,0.75,2831
730,CounterEverything,1.0,1524
730,PredatorEdge,0.0,1899
730,76561198140052687,0.5,1364
730,76561198064157979,1.0,636
730,3021Daniel,0.5,25
730,76561198086884048,0.5,1098
730,G0ldguts,0.5,1623
730,My_Immortal,1.0,1837
730,fattyahead,1.0,2389
730,rustyspoon14,1.0,2793
730,sarganis,1.0,2805
730,76561198099851380,0.5,1263
730,76561198101689269,1.0,1281
730,76561198048246554,0.0,389
730,bryan4085,1.0,2258
730,76561198072431907,1.0,831
730,cmuir37,1.0,2291
730,COOKIESCOOKIES123,0.5,1486
730,Cryotechnic68,0.5,1525
730,76561198071333155,1.0,798
730,76561198094509661,1.0,1211
730,4432XABLAU,1.0,38
730,76561198082881423,1.0,1024
730,dubstep3000,1.0,2355
730,nene_oficial,0.5,2674
730,funnysuntadm,1.0,2418
730,76561198083941171,0.5,1050
730,76561198078670475,0.5,951
730,76561198066985093,1.0,697
730,jordantheranga,1.0,2526
730,kaizan12,1.0,2538
730,cazza8360,1.0,2269
730,supremelordpie,1.0,2869
730,kungphukenobi,0.5,2567
730,lasati,1.0,2575
730,TheMoonyWoony,1.0,2068
730,76561198020281564,0.0,167
730,76561198040960504,1.0,275
730,NaigHikariYami,0.0,1839
730,76561198060029466,1.0,571
730,76561198060406659,1.0,579
730,Swahboo,0.0,2032
730,8449,0.5,1398
730,godisblessingme,1.0,2436
730,Rysterr,1.0,1943
730,76561198132717938,0.25,1360
730,76561198044575627,1.0,326
730,thedongsmasher,0.5,2891
730,tenndown,1.0,2883
730,alexnjay11,1.0,2187
730,SHated14,0.75,1948
730,76561198028408815,0.5,210
730,TwoFlyers,1.0,2102
730,Vulpinatrose,1.0,2125
730,youareTERRIBLE,1.0,2989
730,TWENNYJUANPIKLETS,1.0,2043
730,76561197993538123,1.0,89
730,76561197965263006,1.0,54
730,NinjaAssasin420,1.0,1850
730,76561198059611709,0.5,565
730,76561197977246575,1.0,68
730,TechnoRoadie,1.0,2049
730,76561198072397755,0.75,829
730,76561198012943559,0.5,135
730,ninjatomato,0.5,2686
730,Buccatai,1.0,1481
730,Mintez,0.5,1820
730,REBAS_AS_F-T,1.0,1920
730,Altair6681,0.5,1415
730,QuirkyChicken,0.5,1914
730,76561198057787590,0.5,532
730,fab2cent,1.0,2379
730,76561198042951100,1.0,299
730,neadekvat161,0.0,2673
730,Terminator_Mitch,1.0,2052
730,OrientalGaming,0.5,1868
730,76561198095964304,1.0,1231
730,arttab001,0.0,2206
730,ThaFiddy,1.0,2055
730,lokidokii,1.0,2594
730,bugeyes8088123,0.5,2259
730,76561198092466953,0.5,1180
730,tumbum,1.0,2927
730,76561198049856227,0.5,414
730,76561198097584957,1.0,1246
730,FatalPoint,1.0,1610
730,cja2008,1.0,2286
730,76561198050823592,0.75,431
730,76561198075023672,1.0,894
730,SeahDefault,0.5,1970
730,76561198074727993,1.0,890
730,urdreamsarememes,1.0,2934
730,DafuqUL00kinAt,0.5,1532
730,lookas69,1.0,2598
730,Emerald7,0.0,1591
730,kishacat,0.0,2555
730,akaFG,1.0,2183
